Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",14:31,0,0,0%,1,2,50%,0,1,0%,1,4,5,3,2,2,0,0,3
"Manderson, Isaiah",2:27,0,0,0%,0,2,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Sanabria, Jorge",2:27,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Conklin, Brian",37:32,7,15,47%,0,2,0%,3,6,50%,4,10,14,2,0,1,1,2,17
"Martínez, Wil",23:44,2,6,33%,2,4,50%,0,1,0%,1,1,2,2,4,1,0,0,10
"Glynn, Jordan",33:01,1,2,50%,5,9,56%,2,2,100%,2,6,8,4,3,2,2,1,19
"Ruiz, Jared",27:41,6,9,67%,2,2,100%,0,0,0%,2,1,3,4,1,2,1,2,18
"Arroyo, Carlos Andrés",2:01,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Pérez, Owen",2:46,0,0,0%,0,0,0%,0,2,0%,0,0,0,0,0,0,0,1,0
"Pizarro, Christian Jomar",23:26,2,2,100%,2,3,67%,1,2,50%,1,1,2,5,3,2,1,0,11
"Matías, Ángel L.",11:46,2,3,67%,0,0,0%,1,2,50%,1,0,1,1,0,2,1,0,5
"Mercurius, Dinero",18:31,1,6,17%,2,5,40%,3,5,60%,2,3,5,2,2,0,1,0,11
Totals:,,21,43,49%,14,29,48%,10,21,48%,14,26,40,23,15,12,7,6,94
