Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mojica, Sammy",3:37,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,1,0,0,1,0
"Guitián, José",10:08,2,2,100%,0,2,0%,0,0,0%,0,1,1,1,3,0,0,0,4
"Liz, Víctor",29:12,12,16,75%,1,1,100%,8,9,89%,3,5,8,6,4,2,0,0,35
"Cruz, Alvin",10:09,0,0,0%,2,3,67%,0,0,0%,0,0,0,0,0,0,0,0,6
"Rivera, Carlos Rubén",37:09,3,5,60%,1,4,25%,4,4,100%,2,1,3,6,4,1,5,0,13
"Daniels, Will",32:09,4,11,36%,1,3,33%,1,1,100%,5,7,12,3,3,1,2,1,12
"López, Matt",6:22,2,6,33%,0,0,0%,1,1,100%,3,0,3,1,3,1,0,1,5
"Vassallo, Ángel Daniel",34:52,5,10,50%,1,7,14%,7,8,88%,2,2,4,0,2,1,0,0,20
"Uter, Adrian",36:19,9,16,56%,0,0,0%,2,2,100%,6,6,12,7,3,0,0,1,20
Totals:,,37,66,56%,6,21,29%,23,25,92%,21,22,43,24,23,6,7,4,115
