Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivas, Juan Ramón",4:05,0,2,0%,0,2,0%,2,2,100%,2,0,2,0,0,0,0,0,2
"Maura, Kevin 'K.J.'",15:46,5,5,100%,1,2,50%,0,0,0%,0,2,2,5,1,0,1,0,13
"Abreu, Álex",16:58,0,1,0%,2,5,40%,2,2,100%,2,0,2,1,1,1,0,0,8
"Rodríguez, Jonathan",21:25,1,1,100%,0,2,0%,0,0,0%,0,3,3,0,1,2,1,1,2
"Rivera, Filiberto",25:45,3,4,75%,1,5,20%,1,2,50%,3,1,4,2,1,0,0,0,10
"Rolón, Tyquan",7:56,0,0,0%,0,2,0%,2,2,100%,0,3,3,0,0,0,0,0,2
"Emory, Carlos",20:40,1,4,25%,1,2,50%,2,2,100%,4,0,4,3,2,1,1,0,7
"Sánchez, Ricardo 'Ricky'",20:13,1,2,50%,1,4,25%,0,0,0%,1,2,3,1,3,2,0,1,5
"Gaston, Chris",31:58,4,5,80%,0,3,0%,3,4,75%,2,7,9,6,1,2,0,1,11
"Lemon, Stedmon",11:26,1,2,50%,0,3,0%,0,2,0%,0,0,0,0,1,0,0,0,2
"Jones, Joseph",23:41,5,10,50%,0,0,0%,3,3,100%,3,6,9,3,2,0,0,0,13
Totals:,,21,36,58%,6,30,20%,15,19,79%,17,24,41,21,13,8,3,3,75
