Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",19:44,3,9,33%,0,0,0%,2,3,67%,1,0,1,3,0,1,1,0,8
"Ortiz, Chris",30:46,2,4,50%,2,7,29%,0,0,0%,1,3,4,0,3,1,3,0,10
"Rodriguez, Jose G.",25:06,8,12,67%,0,1,0%,7,8,88%,1,3,4,2,3,4,1,0,23
"Berdiel, Miguel 'Ali'",25:44,2,2,100%,0,2,0%,0,0,0%,0,1,1,2,2,4,1,1,4
"Costner, Brandon",28:56,5,12,42%,0,4,0%,7,8,88%,3,7,10,2,4,0,4,0,17
"Piñeiro, Juan Pablo",17:16,3,3,100%,0,0,0%,0,0,0%,0,1,1,0,3,1,2,0,6
"McCullough, Chris",26:20,5,11,45%,0,1,0%,1,2,50%,2,4,6,2,1,0,1,1,11
"Basabe, Melsahn",4:53,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,2,0,0,0,0
"Fillyaw, Marcus",21:10,1,2,50%,0,2,0%,0,0,0%,0,2,2,3,0,2,4,0,2
Totals:,,29,55,53%,2,17,12%,17,21,81%,8,22,30,14,18,13,17,2,81
