Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivera, Luis",1:17,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rosario, Mike",20:51,1,7,14%,1,5,20%,0,0,0%,0,1,1,0,0,0,3,0,5
"García, Jonathan",19:02,1,1,100%,1,2,50%,0,0,0%,1,1,2,3,0,1,1,0,5
"Trimble, Romelo 'Melo'",21:27,4,7,57%,1,2,50%,5,6,83%,1,4,5,3,0,3,0,0,16
"Carmona, Alejandro 'Bimbo'",11:05,0,1,0%,0,0,0%,0,0,0%,0,4,4,1,4,0,0,0,0
"Colón, Alexis 'Bebo'",24:43,1,1,100%,2,3,67%,0,0,0%,1,7,8,3,3,1,1,1,8
"Hernández, Luis 'Pelacoco'",21:53,10,14,71%,0,0,0%,2,2,100%,1,4,5,1,2,0,3,4,22
"Díaz, Jorge Brian",18:06,3,6,50%,0,0,0%,0,0,0%,3,3,6,1,2,0,0,0,6
"Guzmán, Ánsel",18:32,2,3,67%,1,2,50%,0,0,0%,0,1,1,5,1,2,1,0,7
"Matos, Jorge L.",2:52,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Conklin, Brian",18:38,2,7,29%,1,2,50%,1,3,33%,2,1,3,1,2,2,0,0,8
"Alamo, Angel 'Junito'",21:26,2,4,50%,1,4,25%,0,0,0%,0,3,3,1,4,1,0,0,7
Totals:,,26,52,50%,8,20,40%,8,11,73%,9,29,38,20,18,10,9,5,84
