Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivera, Luis",0:19,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rosario, Mike",32:57,5,8,63%,0,4,0%,1,1,100%,0,6,6,6,0,1,1,0,11
"García, Jonathan",17:54,2,3,67%,1,1,100%,0,0,0%,1,4,5,6,1,1,0,0,7
"Trimble, Romelo 'Melo'",21:45,4,6,67%,0,1,0%,2,2,100%,1,1,2,4,0,3,0,0,10
"Carmona, Alejandro 'Bimbo'",22:11,3,5,60%,0,1,0%,2,2,100%,1,2,3,1,3,3,2,1,8
"Colón, Alexis 'Bebo'",17:20,0,0,0%,1,3,33%,0,0,0%,2,3,5,1,2,2,0,0,3
"Hernández, Luis 'Pelacoco'",14:30,2,5,40%,0,0,0%,0,0,0%,0,2,2,0,1,1,0,3,4
"Rosado, Erick",0:19,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Díaz, Jorge Brian",25:09,6,7,86%,0,3,0%,0,0,0%,1,0,1,0,3,1,1,0,12
"Guzmán, Ánsel",6:35,1,2,50%,1,2,50%,0,0,0%,0,2,2,1,0,0,0,0,5
"Matos, Jorge L.",0:55,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Conklin, Brian",23:30,6,6,100%,1,3,33%,2,3,67%,2,3,5,1,3,1,1,0,17
"Alamo, Angel 'Junito'",16:29,1,4,25%,1,3,33%,0,0,0%,1,2,3,0,2,1,0,2,5
Totals:,,30,46,65%,5,21,24%,7,8,88%,9,25,34,20,15,14,5,6,82
