Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",16:20,0,1,0%,0,2,0%,0,0,0%,0,2,2,1,3,0,1,0,0
"Manderson, Isaiah",29:15,7,12,58%,0,0,0%,2,2,100%,3,8,11,1,2,1,0,0,16
"Conklin, Brian",35:30,7,9,78%,2,3,67%,10,13,77%,4,15,19,7,3,3,0,0,30
"Reyes, Justin",28:05,5,8,63%,1,3,33%,2,3,67%,1,2,3,3,2,2,1,0,15
"Harper, Justin",7:35,2,4,50%,0,0,0%,1,1,100%,2,1,3,1,4,0,0,0,5
"Ruiz, Jared",37:31,5,8,63%,4,6,67%,1,1,100%,1,3,4,1,2,2,3,0,23
"Pizarro, Christian Jomar",26:07,3,7,43%,1,1,100%,0,0,0%,0,1,1,10,3,4,1,0,9
"Matías, Ángel L.",19:32,3,6,50%,0,0,0%,4,7,57%,1,0,1,0,1,0,0,0,10
Totals:,,32,55,58%,8,15,53%,20,27,74%,12,32,44,24,20,12,6,0,108
