Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",19:30,0,6,0%,0,1,0%,0,0,0%,0,3,3,3,0,0,0,0,0
"Rodriguez, Ernesto",0:27,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Hodge Jr., Walter",24:33,5,7,71%,0,3,0%,6,6,100%,0,2,2,3,4,3,0,1,16
"Clemente, Denis",26:18,4,7,57%,0,3,0%,2,2,100%,0,3,3,5,1,0,0,0,10
"Pérez, Rafael",2:10,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"López, Carlos 'Yao'",24:43,1,3,33%,0,2,0%,0,0,0%,2,6,8,0,2,2,1,1,2
"Cintrón, Raymond",23:26,1,1,100%,3,7,43%,0,0,0%,0,0,0,1,1,0,0,0,11
"Huertas, David",29:08,2,6,33%,3,8,38%,0,0,0%,0,3,3,1,2,2,0,1,13
"Rodriguez, Wilfredo 'Willie'",18:51,2,5,40%,1,1,100%,0,0,0%,0,5,5,0,3,0,0,0,7
"Collier, Devon",30:50,7,9,78%,0,0,0%,2,2,100%,4,10,14,4,4,3,0,3,16
Totals:,,22,44,50%,7,26,27%,10,10,100%,6,32,38,17,17,10,1,6,75
