Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",21:28,2,2,100%,3,3,100%,0,1,0%,0,4,4,4,2,6,1,0,13
"Colón, Benjamín",15:04,1,1,100%,0,1,0%,0,0,0%,0,7,7,1,1,1,0,0,2
"Han, Francis Jonathan",23:29,1,2,50%,1,2,50%,0,0,0%,1,3,4,9,2,1,0,0,5
"Smith, Greg",32:05,3,7,43%,0,0,0%,2,4,50%,1,3,4,4,3,1,2,0,8
"Santiago, Jr., Benito",28:10,3,5,60%,1,6,17%,6,6,100%,1,5,6,3,4,3,0,1,15
"Maldonado, Hector Luis",0:50,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Suero, Gerardo",23:31,2,3,67%,2,4,50%,0,0,0%,0,0,0,0,2,2,0,0,10
"Romero, Ismael",32:30,6,9,67%,0,0,0%,3,5,60%,3,4,7,1,3,3,2,1,15
"Mojica, Javier",22:48,7,10,70%,1,6,17%,0,0,0%,0,2,2,3,4,1,1,0,17
Totals:,,25,39,64%,8,22,36%,11,16,69%,6,28,34,25,21,18,6,2,85
