Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",18:52,1,2,50%,1,2,50%,0,0,0%,0,1,1,2,0,5,1,0,5
"Colón, Benjamín",17:53,1,2,50%,0,1,0%,0,0,0%,1,3,4,1,2,0,0,0,2
"Han, Francis Jonathan",25:14,0,0,0%,0,2,0%,1,2,50%,1,6,7,6,1,1,0,0,1
"Smith, Greg",29:06,9,17,53%,0,0,0%,0,0,0%,4,6,10,1,2,0,1,0,18
"Oviedo, Dixon",1:09,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,1,1,0,0
"Santiago, Jr., Benito",12:46,0,2,0%,2,4,50%,1,2,50%,1,2,3,1,3,1,0,0,7
"Maldonado, Hector Luis",1:40,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Suero, Gerardo",28:48,1,5,20%,1,2,50%,2,2,100%,0,2,2,3,1,1,0,0,7
"Romero, Ismael",31:19,7,15,47%,0,0,0%,3,5,60%,2,7,9,6,3,2,4,0,17
"Santiago, Jr., Francisco",1:09,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rivera, Félix",1:40,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Mojica, Javier",30:18,6,9,67%,7,9,78%,0,0,0%,3,2,5,2,3,1,1,0,33
Totals:,,25,52,48%,11,20,55%,7,11,64%,12,30,42,22,15,12,8,0,90
