Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Torres, Dario",10:10,1,2,50%,1,2,50%,0,0,0%,0,0,0,1,2,0,1,0,5
"Nieves, Roberto",28:21,6,10,60%,0,2,0%,2,2,100%,0,1,1,2,2,2,0,1,14
"Orozco, William",12:29,2,2,100%,0,3,0%,2,2,100%,0,1,1,0,0,2,0,0,6
"Rosa, Luis",6:45,0,1,0%,0,0,0%,0,0,0%,1,1,2,0,2,2,0,0,0
"Ayala, Sadell",14:10,0,0,0%,0,2,0%,0,0,0%,0,0,0,0,1,0,2,0,0
"Martinez, Hector",27:05,5,7,71%,0,1,0%,0,2,0%,0,3,3,2,1,2,0,0,10
"Nieves, Joel",6:24,0,1,0%,0,2,0%,0,0,0%,0,2,2,2,0,0,0,0,0
"Morales, Jean Carlos",2:09,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Life, James",33:50,5,6,83%,2,5,40%,6,7,86%,0,4,4,1,2,5,1,0,22
"Monds, David",27:31,2,7,29%,0,0,0%,0,0,0%,2,6,8,3,1,0,0,0,4
"Looby, Kurt",31:06,3,5,60%,0,0,0%,0,0,0%,1,4,5,1,4,0,0,2,6
Totals:,,24,41,59%,3,17,18%,10,13,77%,4,22,26,12,16,13,4,3,67
