Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pagan, Wilfredo",13:21,0,0,0%,0,0,0%,1,2,50%,0,0,0,1,5,1,1,0,1
"Ricardo, Osiris",6:38,1,1,100%,0,0,0%,0,1,0%,1,0,1,0,2,0,0,0,2
"Rivera, Raul",4:04,0,1,0%,0,0,0%,0,0,0%,0,2,2,0,1,1,0,0,0
"Vega, Christopher",22:11,3,7,43%,0,2,0%,7,10,70%,2,2,4,4,2,1,0,0,13
"Cortes, David",20:23,6,7,86%,2,4,50%,1,2,50%,0,1,1,0,1,0,1,0,19
"Villegas, Johwen",1:29,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Rosa, Angel R.",16,3,3,100%,2,4,50%,0,1,0%,1,4,5,0,3,0,0,0,12
"Watson, Michael",26:36,4,5,80%,0,6,0%,2,2,100%,0,5,5,0,4,2,2,0,10
"Rivera, Carlos Rubén",22,2,4,50%,1,4,25%,6,7,86%,0,3,3,1,4,1,1,0,13
"Figueroa, Angel 'Buster'",35:56,3,5,60%,1,4,25%,6,12,50%,3,3,6,3,2,2,1,0,15
"Aubry, Jeffrion",31:22,0,3,0%,0,0,0%,3,4,75%,2,3,5,1,1,3,2,3,3
Totals:,,23,37,62%,6,24,25%,26,41,63%,9,23,32,10,25,11,8,3,90
