Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ayuso, Elias 'Larry'",36:13,5,8,63%,2,4,50%,1,1,100%,0,4,4,3,1,4,1,0,17
"Berdiel, Miguel 'Ali'",25:12,4,5,80%,0,1,0%,4,4,100%,1,6,7,3,3,2,0,0,12
"Sánchez, Ricardo 'Ricky'",14:02,0,2,0%,2,3,67%,0,0,0%,0,4,4,0,1,1,0,2,6
"Dalmau, Ricardo",28:53,3,8,38%,0,6,0%,1,2,50%,3,1,4,0,3,2,2,0,7
"Apodaca, Rick",27:26,0,1,0%,1,4,25%,0,0,0%,0,3,3,2,3,1,0,0,3
"Gonzalez, Miguel",1:09,0,0,0%,0,0,0%,1,2,50%,0,0,0,0,0,0,0,0,1
"Santiago, Eddin",11:12,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,2,1,1,0
"Rivas, Luis A.",2:49,1,1,100%,0,0,0%,1,2,50%,0,0,0,0,0,0,0,0,3
"Davis, Josh",37:07,3,7,43%,1,5,20%,7,8,88%,4,14,18,3,3,6,0,1,16
"Narvaez, Manuel Antonio",15:57,3,9,33%,0,0,0%,0,2,0%,5,4,9,0,3,1,0,2,6
Totals:,,19,42,45%,6,23,26%,15,21,71%,13,36,49,11,18,19,4,6,71
