Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",28:59,4,12,33%,3,7,43%,2,3,67%,2,2,4,4,4,2,2,0,19
"Martinez, Freddie",6:42,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,2,2,0,0,0
"Ramirez, Luis S.",1:03,0,0,0%,0,0,0%,2,2,100%,0,0,0,1,0,0,0,0,2
"Paniagua, Angel",6:30,0,2,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Vega, Christopher",31,4,7,57%,1,2,50%,8,9,89%,1,6,7,0,1,2,0,0,19
"Osimani, Martin",30:30,1,4,25%,2,6,33%,0,0,0%,2,7,9,4,3,1,0,0,8
"Ruiz, Gabriel",5:16,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Villegas, Johwen",20:20,2,3,67%,0,1,0%,1,2,50%,1,2,3,1,0,0,2,0,5
"Wolkowisky, Ruben",33:30,2,3,67%,4,8,50%,2,4,50%,0,4,4,3,2,1,0,0,18
"Mendez, Osvaldo",1:36,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Dyer, Alphonse",34:11,4,6,67%,0,1,0%,3,4,75%,1,7,8,0,3,0,0,5,11
"Martinez, Carlos",0:23,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,17,38,45%,10,27,37%,18,24,75%,7,29,36,13,15,8,4,5,82
