Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Vazquez, Christian",7:33,1,2,50%,0,1,0%,0,0,0%,0,0,0,0,2,1,0,0,2
"Vassallo, Ángel Daniel",28:56,9,13,69%,2,4,50%,2,2,100%,1,6,7,2,4,3,0,0,26
"Han, Francis Jonathan",32:27,2,2,100%,1,3,33%,4,6,67%,0,2,2,4,3,2,2,0,11
"Rivera, Norberto",1:42,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Parillon, Steve",7:10,0,0,0%,0,0,0%,2,2,100%,1,1,2,1,2,0,1,0,2
"Rivera, Axel",1:14,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Oliver, Jonathan",3:34,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Humphrey, Ryan",32:17,7,10,70%,0,0,0%,4,5,80%,0,6,6,1,0,1,2,2,18
"Rivera, Jose Luis",7:59,1,1,100%,0,2,0%,4,5,80%,2,1,3,1,2,1,0,0,6
"Pérez, Rafael",28:08,6,10,60%,1,4,25%,4,4,100%,0,2,2,3,4,3,2,0,19
"Freije, Matt",38:35,2,10,20%,3,4,75%,5,7,71%,4,5,9,3,2,0,1,4,18
Totals:,,28,49,57%,7,18,39%,25,31,81%,8,23,31,15,21,11,8,6,102
