Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ortiz, Andres",19:35,0,1,0%,0,1,0%,1,2,50%,1,1,2,1,1,1,0,0,1
"De Jesus, Angel",23:05,1,1,100%,1,3,33%,2,2,100%,1,1,2,0,3,1,0,0,7
"Escalera, Carlos",40,7,11,64%,2,6,33%,4,6,67%,2,4,6,1,2,4,2,0,24
"Guzmán, Ánsel",37:19,8,13,62%,0,1,0%,7,7,100%,3,2,5,6,3,1,2,0,23
"Rivera, Jorge Luis",14:47,0,2,0%,2,2,100%,0,0,0%,1,1,2,0,3,0,0,0,6
"Wilson, Monty",39:02,4,9,44%,1,8,13%,3,3,100%,0,7,7,1,1,1,1,2,14
"Salgado, Luis",8:25,0,1,0%,0,0,0%,0,0,0%,0,2,2,0,1,0,0,0,0
"Smith, Jabari",17:47,0,1,0%,0,1,0%,1,2,50%,0,4,4,1,3,0,1,1,1
Totals:,,20,39,51%,6,22,27%,18,22,82%,8,22,30,10,17,8,6,3,76
