Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Davis, Bryan",20:22,5,7,71%,0,0,0%,2,4,50%,2,2,4,2,4,1,1,0,12
"Diaz, Guillermo",35:37,1,3,33%,2,3,67%,0,0,0%,0,0,0,4,3,0,3,0,8
"Verdejo, Jesus",5:04,0,1,0%,0,2,0%,0,0,0%,0,1,1,1,1,0,1,0,0
"Alamo, Angel 'Junito'",17:42,5,6,83%,0,2,0%,0,0,0%,1,3,4,1,2,3,0,0,10
"Nieves, Joel",22:03,1,2,50%,1,1,100%,0,0,0%,2,1,3,1,0,0,1,0,5
"Phelps, Eugene",13:24,1,4,25%,0,0,0%,0,0,0%,1,3,4,1,3,2,0,0,2
"Cortes, David",32:41,5,10,50%,3,5,60%,3,4,75%,0,3,3,3,0,0,3,0,22
"Cruz, Alvin",24:33,0,1,0%,0,3,0%,2,4,50%,1,3,4,10,1,2,0,0,2
"Balkman, Renaldo",28:30,8,12,67%,2,3,67%,1,4,25%,0,9,9,1,1,1,1,0,23
Totals:,,26,46,57%,8,19,42%,8,16,50%,7,25,32,24,15,9,10,0,84
