Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mojica, Sammy",9:24,0,3,0%,2,3,67%,0,0,0%,0,1,1,1,0,0,0,0,6
"Ramirez, Luis S.",11:11,1,2,50%,0,1,0%,0,0,0%,0,1,1,3,1,0,1,0,2
"Ocasio, Jonathan",7:58,0,1,0%,0,0,0%,1,2,50%,1,0,1,1,0,0,0,0,1
"Branch, Onzie",24,3,5,60%,0,1,0%,1,2,50%,0,2,2,1,2,3,0,0,7
"Feeley, Andrew",38:02,5,10,50%,2,5,40%,1,2,50%,0,9,9,3,2,2,0,1,17
"Ayuso, Elias 'Larry'",27:48,2,2,100%,2,9,22%,2,2,100%,0,2,2,3,4,1,1,0,12
"Butler, Nathaniel",18:48,3,4,75%,1,2,50%,3,6,50%,2,2,4,1,2,0,0,0,12
"Sosa, Isaac",35:04,4,4,100%,3,6,50%,0,0,0%,0,7,7,4,1,0,1,1,17
"Maldonado, Diego",0:40,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Torres, Andres",27:01,0,0,0%,1,1,100%,2,6,33%,1,2,3,8,2,3,2,0,5
Totals:,,18,31,58%,11,28,39%,10,20,50%,4,26,30,25,14,9,5,2,79
