Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",36:40,7,13,54%,2,5,40%,4,5,80%,6,5,11,4,2,2,1,0,24
"Ramirez, Luis S.",4:09,0,2,0%,0,0,0%,0,0,0%,0,0,0,0,2,2,0,0,0
"Vega, Christopher",30:38,5,9,56%,0,4,0%,0,0,0%,3,1,4,1,0,2,1,0,10
"Baker, Maurice",35:51,2,7,29%,6,7,86%,1,2,50%,1,4,5,3,2,6,2,1,23
"Villegas, Johwen",12:42,1,4,25%,0,2,0%,5,5,100%,2,1,3,0,1,1,1,0,7
"Wolkowisky, Ruben",35:52,4,6,67%,0,3,0%,3,5,60%,2,5,7,2,1,2,0,2,11
"De Jesus, Manuel",22:28,2,5,40%,0,2,0%,0,0,0%,3,5,8,0,1,2,0,1,4
"Dyer, Alphonse",21:40,1,3,33%,0,0,0%,0,0,0%,1,9,10,1,5,1,0,3,2
Totals:,,22,49,45%,8,23,35%,13,17,76%,18,30,48,11,14,18,5,7,81
