Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mendoza, Rigoberto",34:16,8,9,89%,0,4,0%,5,6,83%,0,3,3,1,1,1,2,0,21
"Han, Francis Jonathan",18:18,0,1,0%,2,4,50%,0,0,0%,1,1,2,0,1,1,1,0,6
"Abreu, Álex",21:55,5,6,83%,0,4,0%,5,5,100%,0,3,3,5,2,2,2,0,15
"Rodríguez, Jonathan",10:46,1,2,50%,0,3,0%,0,0,0%,0,0,0,2,0,1,0,0,2
"Clavell, Gilberto",26:14,4,5,80%,0,2,0%,6,6,100%,1,2,3,1,4,2,1,0,14
"Andújar, Emmanuel 'Emmy'",20:58,5,6,83%,0,0,0%,1,2,50%,5,1,6,2,2,2,0,0,11
"Guitián, José",13:59,0,0,0%,2,4,50%,0,0,0%,0,2,2,0,3,1,0,0,6
"Gaston, Chris",23:34,2,9,22%,0,0,0%,2,4,50%,5,5,10,1,3,2,1,2,6
"López, Matt",3:55,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Samhan, Omar",26:01,2,6,33%,1,4,25%,0,0,0%,3,6,9,3,4,4,0,0,7
Totals:,,27,45,60%,5,25,20%,19,23,83%,15,23,38,15,21,16,7,2,88
