Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Roberto J.",6:15,0,0,0%,0,0,0%,1,2,50%,0,0,0,0,0,2,0,0,1
"Lanauze, Carlos J.",3:25,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Wafer, Vakeaton",8:26,2,2,100%,0,1,0%,0,0,0%,0,1,1,1,0,0,1,0,4
"Colon, Gabriel 'Pirulo'",32:54,6,14,43%,0,0,0%,1,3,33%,2,4,6,0,3,1,0,1,13
"Diaz, Gary",17:13,2,2,100%,0,2,0%,2,2,100%,1,4,5,1,0,2,2,1,6
"De Jesus, Manuel",34:30,2,5,40%,0,4,0%,3,4,75%,0,1,1,2,1,0,0,0,7
"Burgos, Sandy",3:25,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Emory, Carlos",32:26,3,5,60%,1,9,11%,2,2,100%,2,3,5,2,2,2,1,1,11
"Rivera, Carlos Rubén",26:06,1,2,50%,2,5,40%,2,4,50%,0,1,1,1,1,2,0,0,10
"Curry, Terrence 'T.J.'",13:22,1,1,100%,0,1,0%,2,2,100%,0,1,1,2,3,2,0,0,4
"Logan, Dallas",21:53,2,2,100%,0,2,0%,1,2,50%,0,4,4,2,2,3,2,0,5
Totals:,,19,33,58%,3,24,13%,14,21,67%,5,19,24,11,12,14,6,3,61
