Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ebanks, Devin",30:21,5,7,71%,3,7,43%,0,0,0%,1,2,3,2,0,0,1,0,19
"García, Jonathan",20,1,2,50%,2,6,33%,0,0,0%,0,1,1,3,1,1,1,0,8
"Manderson, Isaiah",2:41,0,3,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Reyes, Justin",32:27,2,7,29%,1,3,33%,0,0,0%,5,6,11,5,3,2,1,0,7
"Barham, Marcus",7:33,0,0,0%,0,2,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Basabe, Melsahn",19:57,5,10,50%,0,0,0%,0,0,0%,4,4,8,1,0,0,2,0,10
"Pizarro, Christian Jomar",10,0,0,0%,1,2,50%,3,4,75%,0,2,2,2,2,2,1,0,6
"Matías, Ángel L.",6:43,0,1,0%,0,1,0%,0,0,0%,1,0,1,0,1,1,0,1,0
"Harris, Mike",32:45,4,9,44%,0,0,0%,0,0,0%,4,4,8,4,3,0,2,0,8
"Paige, Jaysean",37:33,5,9,56%,3,7,43%,0,0,0%,1,1,2,3,3,3,1,0,19
Totals:,,22,48,46%,10,28,36%,3,4,75%,16,22,38,20,14,9,9,1,77
