Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Caballero, Angel",2:52,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Verdejo, Jesus",4:03,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"García, Jonathan",4:03,0,0,0%,1,2,50%,1,2,50%,0,2,2,1,0,0,0,0,4
"Rosas, Samuel",14:09,2,2,100%,0,2,0%,1,2,50%,1,0,1,0,1,0,0,0,5
"Bruton, C.J.",21:48,0,2,0%,5,5,100%,0,0,0%,0,2,2,2,4,1,0,0,15
"Alamo, Angel 'Junito'",17:44,1,3,33%,1,2,50%,0,0,0%,1,2,3,1,3,1,0,1,5
"Huertas, David",35:57,2,3,67%,5,7,71%,0,0,0%,0,1,1,4,2,1,1,1,19
"Ramos, Peter John",32:24,8,13,62%,0,0,0%,4,4,100%,1,13,14,1,3,4,0,0,20
"Stevenson, Greg",29:35,4,10,40%,0,0,0%,4,5,80%,2,7,9,2,3,1,0,2,12
"Redhage, Shawn",30:07,4,8,50%,0,0,0%,0,0,0%,0,6,6,6,1,5,1,2,8
"Lockhart, Ian",4:26,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,3,0,0,0,0
"Ricardo, Osiris",2:52,0,1,0%,0,0,0%,0,0,0%,1,0,1,0,0,0,0,0,0
Totals:,,21,42,50%,12,19,63%,10,13,77%,6,35,41,18,20,13,2,6,88
