Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",37:57,3,7,43%,1,3,33%,3,6,50%,3,3,6,5,4,4,0,0,12
"Araujo, Guillermo",36:56,1,8,13%,1,3,33%,4,4,100%,5,5,10,2,2,3,2,1,9
"Phelps, Eugene",36:11,8,12,67%,0,0,0%,4,5,80%,9,6,15,1,3,1,1,0,20
"Hodge Jr., Walter",37:42,2,8,25%,4,5,80%,8,8,100%,0,2,2,3,2,4,1,0,24
"Cortes, David",32:38,4,7,57%,2,5,40%,1,1,100%,0,4,4,0,4,2,1,0,15
"Verdejo, Jesus",4:31,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Cruz, Alvin",8:31,1,1,100%,1,1,100%,0,0,0%,0,0,0,1,1,1,0,0,5
"O'Bryant, Orin",5:30,1,2,50%,0,0,0%,0,0,0%,1,1,2,0,1,2,0,0,2
Totals:,,20,46,43%,9,17,53%,20,24,83%,18,21,39,12,18,17,5,1,87
