Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"López, Carlos 'Yao'",18:56,3,8,38%,0,0,0%,1,2,50%,5,3,8,2,4,0,0,0,7
"Martinez, Carlos",11,0,0,0%,1,3,33%,0,0,0%,0,2,2,0,1,0,0,0,3
"Sosa, Isaac",22:40,2,3,67%,0,6,0%,3,3,100%,0,1,1,1,1,2,0,0,7
"Browne, Gary",21:24,3,4,75%,0,2,0%,1,2,50%,0,5,5,7,3,2,0,0,7
"Ruiz, Gabriel",5:56,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Santiago, Jr., Benito",18:37,1,3,33%,0,3,0%,3,3,100%,1,1,2,3,3,3,0,0,5
"Cruz, William",18:35,1,3,33%,1,2,50%,0,0,0%,1,4,5,5,2,1,1,0,5
"Perez, Yudniel",23:27,5,7,71%,0,5,0%,2,2,100%,1,3,4,0,0,2,0,0,12
"Romero, Ismael",24:11,7,12,58%,0,0,0%,5,9,56%,5,3,8,1,3,6,1,0,19
"Fells, Courtney",19:31,2,3,67%,1,5,20%,1,2,50%,0,6,6,2,2,1,0,2,8
"Branch, Onzie",15:37,2,3,67%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,1,4
Totals:,,26,46,57%,3,27,11%,16,23,70%,13,30,43,21,20,17,2,3,77
