Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodriguez, Erick",4:45,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Western, Franklin",18:01,4,10,40%,0,0,0%,0,0,0%,2,1,3,0,2,1,0,0,8
"Dalmau, Christian",36:56,2,4,50%,3,7,43%,1,4,25%,3,3,6,5,4,3,2,0,14
"Mitchell, Markus",5:53,3,4,75%,0,0,0%,1,3,33%,2,0,2,0,1,0,0,0,7
"Lee, Carmelo Antrone",32:19,3,5,60%,4,7,57%,1,2,50%,1,4,5,1,3,1,1,0,19
"Mojica, Javier",37:56,1,8,13%,2,7,29%,2,2,100%,3,4,7,3,2,2,1,0,10
"Shannon, Terrence",31:46,4,7,57%,2,6,33%,2,3,67%,0,8,8,5,2,1,0,0,16
"Traylor, Robert",32:07,6,10,60%,0,0,0%,3,4,75%,2,7,9,2,3,4,2,4,15
Totals:,,23,48,48%,11,27,41%,10,18,56%,13,27,40,16,17,12,6,4,89
