Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Efejuku-Rose, Weyinmi",12:05,0,2,0%,0,1,0%,0,0,0%,0,2,2,2,0,1,0,0,0
"Mojica, Sammy",8:10,3,4,75%,0,0,0%,1,1,100%,0,0,0,1,0,0,1,0,7
"Marrero, DeJuan",8:07,1,2,50%,0,0,0%,0,0,0%,2,1,3,0,2,0,0,0,2
"Guitián, José",35:01,0,3,0%,4,5,80%,0,0,0%,2,6,8,3,1,0,2,0,12
"Liz, Víctor",28:20,3,7,43%,2,6,33%,10,12,83%,0,3,3,0,2,5,0,0,22
"Cruz, Alvin",13:29,0,1,0%,2,2,100%,0,0,0%,0,1,1,1,2,0,0,0,6
"Rivera, Carlos Rubén",29:22,2,3,67%,0,2,0%,3,4,75%,0,7,7,8,3,3,1,0,7
"López, Matt",33:42,7,13,54%,0,0,0%,0,0,0%,2,4,6,1,2,0,1,0,14
"Vassallo, Ángel Daniel",31:40,3,8,38%,3,7,43%,4,4,100%,1,1,2,2,2,1,2,0,19
Totals:,,19,43,44%,11,23,48%,18,21,86%,7,25,32,18,14,10,7,0,89
