Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Imes, David",3:59,1,2,50%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,2
"Acevedo, Gilberto",9:26,0,0,0%,0,1,0%,2,4,50%,0,1,1,1,1,3,0,0,2
"Duran, Cliff",15:34,2,3,67%,1,2,50%,2,2,100%,1,2,3,0,2,1,0,0,9
"Cruz, Christian",6:29,0,0,0%,1,4,25%,0,0,0%,1,1,2,0,2,0,0,0,3
"Trenche, Enrique Alberto",5:24,2,3,67%,0,1,0%,1,2,50%,2,1,3,1,0,0,0,1,5
"Taylor, Tyshawn",27:27,4,8,50%,1,5,20%,1,3,33%,1,2,3,3,3,6,1,0,12
"Ortiz, Andres",24:03,5,6,83%,0,0,0%,2,2,100%,1,3,4,1,3,2,1,0,12
"Sanabria, Jorge",9:45,1,2,50%,1,1,100%,0,0,0%,0,3,3,0,0,0,2,1,5
"Villafane, Luis",26:12,1,3,33%,0,0,0%,1,2,50%,1,2,3,1,3,1,1,1,3
"Florentino, Enemias",5:30,1,2,50%,0,0,0%,0,0,0%,1,0,1,0,0,0,0,0,2
"Rivera, Filiberto",28:28,2,7,29%,0,5,0%,2,2,100%,0,2,2,4,1,0,1,0,6
"Maldonado, Hector Luis",4:18,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Brown, Elton",25:58,4,7,57%,0,0,0%,0,0,0%,2,5,7,1,1,1,0,0,8
"Rolle, Magnum",7:21,2,5,40%,0,0,0%,0,1,0%,2,3,5,0,2,1,0,0,4
Totals:,,25,48,52%,4,20,20%,11,18,61%,12,26,38,12,18,15,6,3,73
