Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mojica, Sammy",13:10,1,1,100%,0,2,0%,0,0,0%,1,1,2,0,0,0,0,0,2
"Zambrana, Xavier",3:42,2,2,100%,0,0,0%,0,0,0%,1,0,1,0,2,0,0,0,4
"Cruz, William",1:43,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Guitián, José",15:49,0,0,0%,3,4,75%,2,2,100%,1,2,3,0,3,1,2,0,11
"Griffin, Eric",27:22,4,5,80%,0,2,0%,9,9,100%,2,3,5,3,4,1,0,1,17
"Seda, Abel",0:20,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"López, Carlos 'Yao'",26,2,6,33%,0,0,0%,4,8,50%,1,1,2,3,4,2,1,0,8
"Liz, Víctor",29:31,7,13,54%,2,4,50%,5,6,83%,1,5,6,3,3,2,3,0,25
"López, Luis",13:14,0,0,0%,0,3,0%,0,0,0%,0,0,0,3,0,1,0,0,0
"Ramos, Peter John",14,3,4,75%,0,0,0%,1,4,25%,0,1,1,0,2,1,0,0,7
"Rivera, Carlos Rubén",25:03,2,3,67%,0,2,0%,1,1,100%,0,2,2,11,4,2,0,0,5
"Vassallo, Ángel Daniel",30:06,4,5,80%,2,5,40%,5,5,100%,2,4,6,7,2,1,0,0,19
Totals:,,25,39,64%,7,22,32%,27,35,77%,9,19,28,31,24,11,6,1,98
