Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivera, Edgardo",5:34,1,3,33%,0,0,0%,0,0,0%,2,0,2,0,0,1,3,0,2
"Martinez, Carlos",15:04,0,0,0%,1,5,20%,0,0,0%,0,1,1,0,2,0,0,1,3
"Morales, Ferdinand",16:20,2,4,50%,1,1,100%,1,2,50%,2,1,3,3,3,1,0,0,8
"Carter, Maurice",32:19,5,11,45%,0,7,0%,7,8,88%,0,1,1,6,1,1,0,0,17
"Clavell, Gilberto",25:26,3,6,50%,2,4,50%,4,4,100%,3,1,4,0,2,0,0,0,16
"Hernández, Luis 'Pelacoco'",20:54,0,4,0%,0,1,0%,2,2,100%,1,2,3,0,3,0,1,0,2
"Burgos, Pedro",9:16,0,1,0%,1,3,33%,0,0,0%,0,0,0,0,0,1,0,0,3
"Portalatin, Wayne",2:01,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Keenan, Justin",18:46,6,10,60%,0,0,0%,5,6,83%,1,1,2,0,3,0,0,0,17
"Guitián, José",18:13,0,0,0%,1,4,25%,0,0,0%,0,3,3,3,3,0,0,0,3
"Buckner, Reggie",36:01,6,9,67%,0,0,0%,0,4,0%,5,8,13,4,3,2,2,2,12
Totals:,,23,48,48%,6,25,24%,19,26,73%,14,18,32,16,20,6,6,3,83
