Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Holloway, Terrell 'Tu'",25:41,0,2,0%,0,3,0%,4,5,80%,1,3,4,15,3,3,2,0,4
"Rivera, Luis",0:50,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"García, Jonathan",17:27,1,3,33%,1,1,100%,2,2,100%,0,0,0,3,2,1,1,0,7
"Carmona, Alejandro 'Bimbo'",12:36,2,5,40%,0,1,0%,0,1,0%,0,2,2,1,1,0,0,0,4
"Colón, Alexis 'Bebo'",31:36,2,4,50%,2,5,40%,2,4,50%,0,3,3,2,3,0,2,0,12
"Hernández, Luis 'Pelacoco'",9:25,1,4,25%,0,0,0%,2,2,100%,0,2,2,0,3,2,1,0,4
"Polo, Tyler",14:49,2,2,100%,2,3,67%,0,0,0%,0,3,3,0,1,0,0,0,10
"Díaz, Jorge Brian",30:34,3,5,60%,1,1,100%,3,4,75%,2,8,10,0,2,2,0,1,12
"Guzmán, Ánsel",8:54,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,0
"Stone, Tyler",35:33,8,9,89%,3,8,38%,2,3,67%,1,12,13,3,0,2,0,0,27
"Belardo, Gabriel J.",1:21,0,0,0%,0,0,0%,2,2,100%,0,0,0,0,1,1,0,0,2
"Franklin, Alexander",8:04,1,1,100%,0,2,0%,0,0,0%,0,1,1,0,5,1,0,0,2
"Alamo, Angel 'Junito'",3:05,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,1,0,0,0
Totals:,,20,35,57%,9,25,36%,17,23,74%,4,35,39,24,22,14,6,1,84
