Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Austin, Mario",38:01,3,11,27%,2,4,50%,2,4,50%,3,4,7,3,0,4,2,0,14
"Abraham, Ryann",4:23,1,2,50%,0,1,0%,0,0,0%,0,0,0,0,0,1,0,0,2
"Rosa, Luis",1:44,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Copeland, Donald",38:16,5,7,71%,1,4,25%,2,2,100%,0,0,0,3,2,3,1,0,15
"Ruiz, Gabriel",7:40,1,4,25%,0,0,0%,0,0,0%,3,1,4,0,0,0,0,0,2
"Andino, Guillermo",1:41,0,1,0%,0,0,0%,0,0,0%,2,0,2,0,0,1,0,0,0
"Dyer, Alphonse",29:37,7,11,64%,0,0,0%,1,2,50%,4,4,8,0,2,2,3,0,15
"Villegas, Johwen",29:38,3,5,60%,1,5,20%,2,2,100%,2,2,4,1,1,0,1,0,11
"Strong, Carlos",14:01,2,3,67%,1,3,33%,0,0,0%,0,0,0,1,0,0,1,0,7
"Hickerson, LeRoy",34:59,7,14,50%,1,4,25%,1,1,100%,3,4,7,4,0,3,2,0,18
Totals:,,29,59,49%,6,21,29%,8,11,73%,17,15,32,12,5,14,10,0,84
