Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Dalmau, Christian",34:31,1,6,17%,2,3,67%,0,2,0%,0,1,1,10,3,3,1,0,8
"Ayuso, Elias 'Larry'",37:56,2,6,33%,6,13,46%,3,4,75%,0,2,2,4,1,3,1,0,25
"Graham, Joseph",22:32,8,9,89%,0,0,0%,0,0,0%,2,4,6,1,3,0,1,0,16
"Villegas, Johwen",37:40,3,6,50%,2,3,67%,1,1,100%,3,5,8,1,4,3,2,1,13
"Garces, Ruben",2:25,0,0,0%,0,0,0%,0,0,0%,1,2,3,0,2,1,0,0,0
"Cruz, Alvin",7:59,0,2,0%,1,2,50%,0,0,0%,0,0,0,0,0,1,1,0,3
"Latimer, Antonio",5:06,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,1,0,0,0
"Lloreda, José Jaime",32:29,5,8,63%,0,0,0%,5,10,50%,5,3,8,2,4,4,2,0,15
"Alamo, Angel 'Junito'",14:19,4,5,80%,0,0,0%,1,2,50%,2,5,7,0,2,0,2,0,9
"Narvaez, Manuel Antonio",4:57,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,23,43,53%,11,21,52%,10,19,53%,13,22,35,19,19,16,10,1,89
