Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"James, Shawn",25:04,4,6,67%,0,0,0%,2,4,50%,3,6,9,1,3,1,1,4,10
"Ortiz, Chris",16:47,1,3,33%,0,2,0%,0,2,0%,0,3,3,0,1,1,0,0,2
"Arroyo, Carlos",34:39,7,10,70%,2,13,15%,2,2,100%,0,2,2,5,3,3,0,1,22
"James, Damion",31:37,5,8,63%,1,1,100%,1,2,50%,0,11,11,1,4,3,2,1,14
"Ayuso, Elias 'Larry'",15:25,0,1,0%,0,3,0%,0,0,0%,0,0,0,0,2,0,0,0,0
"Villafane, Luis",5:14,1,1,100%,0,0,0%,0,1,0%,1,0,1,0,1,0,0,0,2
"Berdiel, Miguel 'Ali'",15:17,3,8,38%,0,1,0%,3,3,100%,0,3,3,2,3,0,1,0,9
"Colón, Alexis 'Bebo'",23:46,2,3,67%,0,2,0%,0,0,0%,1,1,2,1,2,1,1,1,4
"Rivera, Filiberto",16:57,1,2,50%,0,2,0%,1,2,50%,0,2,2,2,2,2,0,0,3
"Peavy, Nathan",15:09,3,6,50%,0,0,0%,1,3,33%,2,1,3,0,3,0,0,0,7
Totals:,,27,48,56%,3,24,13%,10,19,53%,7,29,36,12,24,11,5,7,73
