Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ramirez, Luis S.",27:20,2,3,67%,0,1,0%,0,0,0%,0,3,3,2,2,1,1,0,4
"Mitchell, Markus",8:20,1,3,33%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,2
"Efejuku-Rose, Weyinmi",29:47,4,10,40%,1,1,100%,0,0,0%,0,2,2,5,1,2,6,0,11
"Ortiz, Andres",21:20,7,9,78%,0,1,0%,1,2,50%,3,2,5,1,3,1,1,1,15
"Cotto, Rubén",9:07,1,2,50%,1,2,50%,0,0,0%,1,1,2,1,0,0,1,0,5
"Rivera, Carlos Rubén",31:04,5,6,83%,2,9,22%,1,1,100%,2,2,4,2,1,1,1,0,17
"Smith, Donta",34:48,4,12,33%,0,2,0%,3,4,75%,1,7,8,7,3,2,3,1,11
"O'Bryant, Patrick",24:39,6,17,35%,0,0,0%,2,2,100%,7,6,13,2,3,2,0,2,14
"Valencia, Florentino",13:32,1,2,50%,0,0,0%,1,1,100%,0,0,0,0,2,0,0,0,3
Totals:,,31,64,48%,4,16,25%,8,10,80%,14,23,37,20,16,10,13,4,82
