Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Cruz, Dane A.",8:02,0,0,0%,1,3,33%,0,0,0%,0,0,0,0,0,0,0,0,3
"Wingate, Jason",4:48,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"Sanchez, Kennel",9:03,0,3,0%,1,2,50%,0,0,0%,2,1,3,0,1,2,0,0,3
"Villafane, Luis",11:12,1,4,25%,0,0,0%,0,0,0%,2,1,3,0,1,1,0,2,2
"Carmona, Alejandro 'Bimbo'",38:07,5,16,31%,1,5,20%,2,2,100%,4,3,7,2,2,6,1,0,15
"Latimer, Antonio",18:34,1,3,33%,0,1,0%,1,2,50%,2,0,2,3,3,2,1,0,3
"Reyes, Angelo",34:41,4,9,44%,0,2,0%,4,6,67%,3,10,13,0,4,1,0,0,12
"Ere, Ebi",38:02,7,14,50%,0,3,0%,2,2,100%,2,6,8,2,1,1,2,0,16
"Smith, Donta",37:24,6,14,43%,1,1,100%,0,2,0%,4,6,10,3,0,1,1,0,15
Totals:,,24,63,38%,4,18,22%,9,14,64%,19,27,46,10,13,15,5,2,69
