Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Collier, Devon",14:45,1,4,25%,1,2,50%,4,6,67%,0,1,1,1,2,0,0,0,9
"Nieves, Roberto",6:48,0,1,0%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"De Jesus, Felix",1:01,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Abraham, Ryann",12:24,0,2,0%,1,3,33%,0,0,0%,0,1,1,1,1,2,0,0,3
"Guzmán, Ánsel",32:55,5,8,63%,0,2,0%,3,4,75%,1,4,5,6,3,1,0,0,13
"Alvarado, Michael",5:35,1,4,25%,0,0,0%,0,0,0%,0,0,0,2,2,0,0,0,2
"Cotto, Rubén",23:09,0,1,0%,0,3,0%,0,0,0%,0,3,3,2,0,3,3,0,0
"Felix, Noel",28:30,0,4,0%,3,6,50%,1,2,50%,0,2,2,1,3,2,0,3,10
"Morales, Darius",11:48,1,3,33%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,2,2
"Jennings, Dan",20:33,2,5,40%,0,0,0%,0,0,0%,2,0,2,1,2,0,2,1,4
"Bailey, Ollie",38:04,11,16,69%,1,2,50%,7,10,70%,4,7,11,1,0,2,1,1,32
Totals:,,21,48,44%,6,19,32%,15,22,68%,7,20,27,15,13,10,6,7,75
