Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Alvarado, Omar J.",13:03,2,3,67%,2,3,67%,0,0,0%,0,3,3,1,1,0,0,0,10
"Guzmán, Ánsel",26:13,5,7,71%,1,2,50%,2,2,100%,0,2,2,4,5,4,0,0,15
"Pellot, Jesse",18:13,2,3,67%,0,4,0%,0,0,0%,1,4,5,2,1,0,1,0,4
"Dyer, Alphonse",12:42,0,0,0%,0,0,0%,0,0,0%,0,2,2,2,3,0,2,1,0
"Abraham, Ryann",14:19,0,0,0%,0,1,0%,0,0,0%,0,1,1,1,3,0,0,0,0
"Shannon, Terrence",40,6,10,60%,0,1,0%,8,14,57%,0,7,7,5,3,2,1,1,20
"Maye, James",24:01,1,3,33%,1,3,33%,0,0,0%,2,2,4,0,1,1,0,0,5
"Mojica, Javier",26:57,1,5,20%,1,4,25%,0,0,0%,1,2,3,2,1,0,0,0,5
"Ebi, Ndudu",24:28,6,10,60%,2,2,100%,3,5,60%,3,1,4,0,3,2,1,0,21
Totals:,,23,41,56%,7,20,35%,13,21,62%,7,24,31,17,21,9,5,2,80
