Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",26:21,2,3,67%,3,4,75%,2,4,50%,2,2,4,0,2,5,2,0,15
"Copeland, Donald",13:39,1,1,100%,1,2,50%,1,1,100%,0,2,2,0,1,0,0,0,6
"Alvarado, Omar J.",12:56,1,2,50%,0,0,0%,0,0,0%,0,0,0,1,2,0,0,0,2
"Ayuso, Elias 'Larry'",29:42,0,5,0%,1,7,14%,2,4,50%,0,0,0,0,1,1,1,0,5
"Latimer, Antonio",20:16,3,8,38%,1,2,50%,0,0,0%,1,5,6,0,1,2,0,0,9
"Cortes, David",13:49,1,3,33%,1,1,100%,2,2,100%,0,3,3,1,3,0,0,0,7
"Pinnock, Danilo",29:12,2,6,33%,0,1,0%,1,2,50%,1,6,7,3,1,2,1,0,5
"Santiago, Daniel 'Danny'",21:33,4,5,80%,0,1,0%,8,8,100%,0,7,7,0,2,3,1,2,16
"Falcon, Alexander",10:49,0,2,0%,0,0,0%,0,0,0%,1,2,3,2,1,2,0,0,0
"Aubry, Jeffrion",21:43,1,3,33%,0,0,0%,0,0,0%,3,2,5,1,2,1,1,3,2
Totals:,,15,38,39%,7,18,39%,16,21,76%,8,29,37,8,16,16,6,5,67
