Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Lee, Carmelo Antrone",3:24,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Ortega, Juan",1:08,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"García, Jonathan",22:19,1,1,100%,0,3,0%,1,2,50%,0,2,2,0,3,1,1,1,3
"Ubiles, Edwin",28:03,3,10,30%,0,1,0%,0,0,0%,2,3,5,2,1,0,0,0,6
"Efejuku-Rose, Weyinmi",38:39,9,12,75%,0,3,0%,2,4,50%,0,4,4,1,2,1,1,0,20
"Dyer, Alphonse",34:04,4,5,80%,0,0,0%,0,0,0%,3,5,8,2,4,2,0,3,8
"Wayns, Maalik",17:40,3,6,50%,0,2,0%,2,2,100%,0,2,2,3,0,1,0,0,8
"Butler, Nathaniel",1:10,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Meléndez, Ricardo 'Ricky'",13:31,0,1,0%,0,0,0%,0,0,0%,0,2,2,3,1,0,1,0,0
"Ibekwe, Ekenechukwu",1:07,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Sánchez, Ricardo 'Ricky'",38:49,3,9,33%,1,6,17%,4,6,67%,4,6,10,0,2,3,0,1,13
Totals:,,23,46,50%,1,15,7%,9,14,64%,9,24,33,11,15,8,3,5,58
