Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Jourdon, Keenan",12:05,1,1,100%,0,1,0%,0,0,0%,0,0,0,0,1,1,0,0,2
"Ramirez, Luis S.",1:09,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,0
"Maye, James",29:03,2,4,50%,2,5,40%,1,2,50%,0,5,5,4,4,1,2,1,11
"Sanchez, Kennel",11:48,1,1,100%,1,4,25%,0,0,0%,0,2,2,0,4,1,0,0,5
"Quiñones, Joel",0:21,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Carmona, Alejandro 'Bimbo'",37:41,11,17,65%,0,0,0%,5,7,71%,4,6,10,4,2,5,1,0,27
"Graham, Paul",38:51,4,8,50%,3,6,50%,0,0,0%,0,2,2,7,4,3,1,0,17
"Lopez, Ivan",32,6,6,100%,0,0,0%,2,5,40%,1,4,5,1,2,1,0,2,14
"Langhi, Dan",37:02,0,3,0%,3,6,50%,1,2,50%,1,5,6,4,2,1,2,0,10
Totals:,,25,40,63%,9,23,39%,9,16,56%,6,25,31,20,20,14,6,3,86
