Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",35:32,6,12,50%,2,7,29%,1,2,50%,5,3,8,3,3,2,0,0,19
"Rivera, Filiberto",32:51,2,3,67%,1,6,17%,4,6,67%,1,2,3,4,1,1,1,1,11
"Abraham, Ryann",19:47,1,4,25%,0,1,0%,2,2,100%,0,2,2,0,4,0,0,0,4
"Nieves, Joel",25:55,0,2,0%,0,1,0%,3,4,75%,4,1,5,0,3,0,2,0,3
"Rodriguez, Joey",5:53,1,1,100%,0,1,0%,0,0,0%,1,1,2,0,0,1,0,0,2
"Ruiz, Gabriel",2:45,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Lloreda, José Jaime",26:29,3,7,43%,0,0,0%,2,4,50%,2,6,8,1,2,3,0,1,8
"Harris, Mike",37:14,10,18,56%,0,3,0%,5,5,100%,5,9,14,2,3,2,2,2,25
"De Jesus, Manuel",13:30,0,2,0%,1,4,25%,0,0,0%,2,1,3,0,1,1,0,0,3
Totals:,,23,49,47%,4,23,17%,17,23,74%,20,25,45,10,18,10,5,4,75
