Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Copeland, Donald",5:42,0,0,0%,0,2,0%,0,0,0%,0,0,0,1,1,1,0,0,0
"Jimenez, Giovanni",3:39,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rosario, Mike",31:02,4,10,40%,2,9,22%,2,2,100%,4,1,5,1,1,1,0,0,16
"Spurlock, Tristan",23:07,1,3,33%,1,5,20%,0,0,0%,1,6,7,1,4,0,1,1,5
"Colon, Gabriel 'Pirulo'",4:56,0,2,0%,0,0,0%,1,2,50%,1,0,1,0,1,2,0,0,1
"De Jesus, Manuel",12:02,0,1,0%,0,0,0%,0,0,0%,0,1,1,1,2,0,0,0,0
"Rivera, Carlos Rubén",31:46,2,4,50%,0,5,0%,1,1,100%,1,5,6,6,2,2,1,2,5
"Shannon, Terrence",35:03,3,7,43%,0,1,0%,1,4,25%,3,4,7,1,4,6,0,0,7
"Vassallo, Ángel Daniel",31:09,8,9,89%,2,7,29%,2,3,67%,1,6,7,4,3,2,0,1,24
"Allred, Lance",16:53,1,2,50%,0,0,0%,0,0,0%,2,2,4,0,0,1,0,0,2
"Narvaez, Manuel Antonio",4:35,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
Totals:,,19,38,50%,5,29,17%,7,12,58%,13,25,38,16,18,15,2,4,60
