Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Javier",30:08,5,10,50%,0,1,0%,2,2,100%,0,3,3,7,2,2,1,0,12
"Wiley, Jacob",21:39,7,9,78%,0,0,0%,0,0,0%,3,4,7,1,2,1,1,0,14
"Davis, Brandon",13:05,0,1,0%,0,1,0%,0,0,0%,0,1,1,0,1,1,2,0,0
"Villegas, Johwen",15:46,2,4,50%,0,2,0%,0,0,0%,0,2,2,0,2,0,0,0,4
"Santiago, Jr., Benito",27:53,1,2,50%,1,5,20%,2,2,100%,0,3,3,0,4,2,3,0,7
"Pearson, Ryan",11:34,0,1,0%,1,2,50%,1,2,50%,2,2,4,0,1,1,0,0,4
"Romero, Ismael",20:38,3,7,43%,1,1,100%,1,4,25%,3,5,8,3,0,1,1,0,10
"Mojica, Javier",33:08,2,6,33%,2,6,33%,2,2,100%,0,6,6,4,2,2,2,0,12
"Wilson, Jamil",26:09,4,4,100%,2,5,40%,0,0,0%,1,2,3,2,3,1,2,3,14
Totals:,,24,44,55%,7,23,30%,8,12,67%,9,28,37,17,17,11,12,3,77
