Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",22:55,4,6,67%,2,4,50%,1,2,50%,0,1,1,6,2,4,2,0,15
"Berdiel, Miguel 'Ali'",21:23,5,5,100%,2,3,67%,0,0,0%,0,5,5,5,4,4,0,1,16
"Rodriguez, Andres",33:55,1,3,33%,1,1,100%,2,2,100%,2,1,3,7,1,1,4,0,7
"Alvarado, Michael",2:36,1,1,100%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,2
"Ere, Ebi",16:02,2,4,50%,1,3,33%,0,0,0%,0,3,3,1,4,1,1,0,7
"McGhee, Aaron",34:21,8,15,53%,1,2,50%,2,4,50%,1,6,7,0,1,0,0,0,21
"Gonzalez, Michael J.",1:11,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Polo, Tyler",2:58,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Moraes, Eric",1:11,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Villegas, Samuel",18:55,2,2,100%,2,3,67%,2,3,67%,0,0,0,2,1,2,3,0,12
"Vargas, Eloy",20:53,1,2,50%,0,0,0%,0,0,0%,0,4,4,1,3,0,0,0,2
"Morales, Donte",0:41,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Valencia, Florentino",6:52,1,4,25%,0,0,0%,0,0,0%,2,1,3,0,1,1,0,0,2
"Penn, Kleon",15:57,1,6,17%,0,0,0%,2,2,100%,6,3,9,0,1,1,0,2,4
Totals:,,27,49,55%,9,16,56%,9,13,69%,11,24,35,23,18,14,10,3,90
