Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Life, James",11:53,0,0,0%,3,5,60%,0,0,0%,0,1,1,1,0,0,1,0,9
"García, Jonathan",13:35,1,2,50%,1,2,50%,2,2,100%,1,0,1,5,1,1,0,0,7
"Maye, James",33:39,5,8,63%,1,3,33%,0,0,0%,2,8,10,2,3,0,0,0,13
"Berdiel, Miguel 'Ali'",30:38,1,6,17%,1,3,33%,1,1,100%,1,3,4,7,4,0,3,0,6
"Clemente, Denis",30:15,9,16,56%,2,8,25%,5,6,83%,2,1,3,3,4,0,0,0,29
"Guitián, José",13:51,2,3,67%,0,0,0%,0,0,0%,1,1,2,2,3,1,0,0,4
"Johnson, Ivan",35:30,7,14,50%,2,5,40%,2,4,50%,0,7,7,2,3,2,0,0,22
"Penn, Kleon",30:39,2,3,67%,0,0,0%,2,3,67%,1,3,4,0,4,1,0,1,6
Totals:,,27,52,52%,10,26,38%,12,16,75%,8,24,32,22,22,5,4,1,96
