Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Vazquez, Christian",10:46,0,2,0%,0,0,0%,0,2,0%,1,1,2,1,0,0,1,1,0
"Vassallo, Ángel Daniel",38:52,3,6,50%,3,11,27%,3,3,100%,1,7,8,7,0,4,0,1,18
"Han, Francis Jonathan",25:15,1,1,100%,1,2,50%,0,0,0%,0,0,0,0,2,0,0,0,5
"Rivera, Norberto",3:40,1,1,100%,0,1,0%,0,0,0%,0,1,1,0,2,0,0,0,2
"Rivera, Axel",4:51,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Oliver, Jonathan",31:49,3,9,33%,0,0,0%,5,6,83%,3,8,11,1,1,2,0,1,11
"Casiano, Roberto",8:30,1,4,25%,0,0,0%,0,0,0%,0,1,1,1,3,2,1,0,2
"Payano, Carlos R.",2:09,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rivera, Jose Luis",5:52,0,0,0%,0,0,0%,2,2,100%,0,1,1,0,1,0,0,0,2
"Perez, Manuel",2:33,0,1,0%,0,0,0%,0,0,0%,1,0,1,0,3,0,0,0,0
"Pérez, Rafael",35:34,9,13,69%,2,5,40%,0,0,0%,0,1,1,2,2,0,0,0,24
"Freije, Matt",30:09,8,11,73%,0,2,0%,0,1,0%,4,8,12,1,2,3,0,0,16
Totals:,,26,48,54%,6,22,27%,10,14,71%,10,28,38,13,17,11,2,3,80
