Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Behanan, Chane",26:25,3,13,23%,0,1,0%,3,5,60%,3,4,7,1,1,3,0,0,9
"Alamo, Angel 'Junito'",13:46,1,2,50%,1,2,50%,0,0,0%,0,2,2,0,4,1,0,0,5
"Strong, Carlos",17:47,0,1,0%,0,1,0%,0,0,0%,1,1,2,1,3,0,0,0,0
"Clemente, Denis",20:46,5,8,63%,1,2,50%,3,6,50%,1,1,2,2,3,1,1,0,16
"Cortes, David",12:31,0,3,0%,0,1,0%,0,0,0%,0,1,1,2,0,0,0,0,0
"Lalanne, Cady",25:19,0,2,0%,1,4,25%,0,0,0%,2,6,8,0,2,3,1,1,3
"Cruz, Alvin",19:41,1,1,100%,0,1,0%,1,1,100%,1,1,2,1,1,0,0,0,3
"Soto, Christian A.",14,2,3,67%,0,0,0%,0,1,0%,0,4,4,1,0,1,0,0,4
"Huertas, David",32:20,3,11,27%,3,6,50%,2,2,100%,3,1,4,4,4,1,0,0,17
"Matías, Ángel L.",17:20,3,7,43%,0,0,0%,3,4,75%,1,5,6,0,2,2,2,0,9
Totals:,,18,51,35%,6,18,33%,12,19,63%,12,26,38,12,20,12,4,1,66
