Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Colón, Benjamín",33:39,4,5,80%,1,2,50%,4,6,67%,1,4,5,0,1,4,1,0,15
"Mason, Antoine",33:56,4,13,31%,1,4,25%,2,3,67%,1,2,3,3,4,1,1,0,13
"Morales, Darius",18:56,2,4,50%,0,0,0%,0,0,0%,0,1,1,1,4,2,0,0,4
"Carattini, Víctor",23:29,3,6,50%,1,1,100%,0,0,0%,3,2,5,4,3,0,1,0,9
"Santiago, Jr., Benito",34:05,5,13,38%,2,4,50%,4,4,100%,1,5,6,4,3,4,2,0,20
"Maldonado, Hector Luis",26:09,5,6,83%,1,6,17%,0,0,0%,0,3,3,4,0,1,0,0,13
"Diaz, Gary",3:50,0,0,0%,1,1,100%,0,0,0%,0,0,0,1,0,0,0,0,3
"Santiago, Jr., Francisco",5:30,0,0,0%,1,1,100%,1,2,50%,0,2,2,1,1,0,2,0,4
"Rivera, Félix",20:20,1,5,20%,0,3,0%,2,2,100%,5,3,8,0,1,1,1,1,4
Totals:,,24,52,46%,8,22,36%,13,17,76%,11,22,33,18,17,13,8,1,85
