Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Duran, Cliff",34:18,4,4,100%,1,2,50%,0,0,0%,0,6,6,5,1,0,0,0,11
"Maldonado, Hector Luis",2:22,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Lopez, Christian",8:41,0,0,0%,2,2,100%,0,0,0%,0,1,1,0,2,0,1,0,6
"Ubiles, Edwin",20:08,4,6,67%,0,0,0%,0,0,0%,0,3,3,0,1,0,1,0,8
"Martinez, Jack Michael",28:36,2,9,22%,0,0,0%,1,3,33%,5,8,13,5,3,3,0,3,5
"Orozco, William",23:38,3,8,38%,1,3,33%,4,4,100%,3,2,5,0,1,0,0,1,13
"Butler, Nathaniel",14:47,0,0,0%,0,1,0%,0,2,0%,0,1,1,1,4,2,0,0,0
"English, Carl",32:59,1,8,13%,2,5,40%,0,0,0%,1,2,3,3,1,3,0,0,8
"Morales, Ferdinand",2:17,1,1,100%,0,1,0%,1,2,50%,0,0,0,0,0,0,1,0,3
"Garcia, Angel 'Piwi'",5:56,1,2,50%,0,0,0%,0,0,0%,2,0,2,0,2,2,0,0,2
"Costner, Brandon",18:31,2,7,29%,1,3,33%,4,4,100%,1,3,4,2,4,2,0,0,11
"Branch, Onzie",7:39,0,1,0%,0,0,0%,2,2,100%,1,2,3,0,0,0,0,2,2
Totals:,,18,46,39%,7,17,41%,12,17,71%,13,28,41,17,19,12,3,6,69
