Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Clemente, Ramon",13:58,2,5,40%,0,1,0%,0,2,0%,1,5,6,0,1,0,0,0,4
"Soto, Joseph",21:42,4,8,50%,1,2,50%,2,2,100%,0,1,1,3,2,1,2,1,13
"Rosario, Mike",19:33,4,5,80%,0,3,0%,0,1,0%,0,1,1,0,2,2,0,0,8
"Suárez, Rasham",8:06,2,2,100%,0,0,0%,0,1,0%,0,3,3,0,1,2,0,0,4
"Clarke, Coty",34:40,1,4,25%,1,6,17%,0,0,0%,0,7,7,2,4,1,0,0,5
"Carmona, Alejandro 'Bimbo'",9:29,3,5,60%,0,1,0%,0,0,0%,1,1,2,0,1,1,0,0,6
"Patterson, Lamar",25:21,0,0,0%,0,2,0%,6,8,75%,0,6,6,5,4,9,3,0,6
"Colón, Alexis 'Bebo'",21:40,1,2,50%,3,4,75%,1,2,50%,0,4,4,2,1,0,0,0,12
"Hernández, Luis 'Pelacoco'",24:56,7,9,78%,0,0,0%,0,0,0%,5,5,10,1,2,1,0,1,14
"Orozco, William",5:20,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,0,0,0,1,0
"Díaz, Jorge Brian",15:04,0,2,0%,0,0,0%,2,2,100%,0,0,0,0,0,1,0,0,2
"Polo, Tyler",0:11,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,24,42,57%,5,20,25%,11,18,61%,7,33,40,14,18,18,5,3,74
