Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Galindo, Alex",39:43,3,7,43%,2,7,29%,1,2,50%,0,8,8,1,1,2,0,3,13
"Gonzalez, Javier",34:01,3,4,75%,2,4,50%,4,4,100%,1,3,4,7,3,3,2,0,16
"Sosa, Edgar",11:01,2,4,50%,1,3,33%,0,0,0%,0,1,1,2,1,3,1,0,7
"Pagan, Wilfredo",17:59,0,2,0%,1,3,33%,4,4,100%,0,6,6,0,1,3,1,0,7
"Sánchez, Ricardo 'Ricky'",17:53,1,1,100%,0,3,0%,0,0,0%,0,1,1,0,3,0,0,0,2
"Orozco, William",14:13,1,2,50%,0,3,0%,0,0,0%,1,1,2,0,1,0,0,1,2
"Davis, Bennet",18:26,4,6,67%,0,1,0%,0,0,0%,2,2,4,0,3,0,0,0,8
"Han, Francis Jonathan",17:40,0,1,0%,1,1,100%,0,0,0%,0,3,3,4,3,0,1,0,3
"Williams, Leon V.",28:59,8,12,67%,0,0,0%,5,7,71%,3,4,7,1,4,2,0,0,21
Totals:,,22,39,56%,7,25,28%,14,17,82%,7,29,36,15,20,13,5,4,79
