Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Cruz, Dane A.",19:05,1,1,100%,0,1,0%,4,4,100%,1,3,4,3,4,2,0,0,6
"Sepulveda, Alexis",0:42,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Wingate, Jason",20:55,0,2,0%,2,3,67%,0,0,0%,0,0,0,4,5,1,0,0,6
"Sanchez, Kennel",17:55,4,5,80%,3,7,43%,1,1,100%,1,1,2,0,2,1,0,0,18
"Villafane, Luis",5:31,0,0,0%,0,0,0%,1,2,50%,0,3,3,1,2,1,0,0,1
"Carmona, Alejandro 'Bimbo'",32:24,6,14,43%,3,5,60%,4,5,80%,4,5,9,2,4,3,3,0,25
"Latimer, Antonio",7:22,1,1,100%,0,0,0%,0,0,0%,0,1,1,0,0,0,1,0,2
"Reyes, Angelo",33:43,3,9,33%,2,3,67%,3,4,75%,2,11,13,3,2,1,0,0,15
"Ere, Ebi",32:59,4,7,57%,2,4,50%,2,2,100%,1,2,3,4,4,4,0,0,16
"Smith, Donta",29:24,4,7,57%,1,4,25%,0,0,0%,0,6,6,4,2,2,1,1,11
Totals:,,23,46,50%,13,27,48%,15,18,83%,9,32,41,21,25,15,5,1,100
