Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",37:08,5,10,50%,0,1,0%,5,6,83%,1,2,3,2,2,5,1,0,15
"Han, Francis Jonathan",4:21,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,1,0,0,0
"Alamo, Angel 'Junito'",22:44,5,10,50%,2,3,67%,4,4,100%,3,2,5,0,1,0,0,0,20
"Hodge Jr., Walter",27:15,3,5,60%,0,1,0%,1,1,100%,1,0,1,8,2,7,3,0,7
"Cortes, David",27:12,2,4,50%,1,3,33%,0,0,0%,0,2,2,1,1,2,1,0,7
"Cruz, Alvin",12:44,0,1,0%,0,1,0%,0,0,0%,0,1,1,2,0,0,1,0,0
"Alvarado, Michael",11:34,0,0,0%,0,1,0%,0,0,0%,0,0,0,2,0,2,0,0,0
"Balkman, Renaldo",29:51,5,10,50%,0,0,0%,2,5,40%,4,6,10,2,4,1,4,1,12
"Siler, Garret",19:13,4,7,57%,0,0,0%,0,1,0%,3,2,5,0,1,1,0,0,8
"Redhage, Shawn",7:54,1,1,100%,0,3,0%,0,0,0%,0,1,1,0,3,0,0,0,2
Totals:,,25,48,52%,3,13,23%,12,17,71%,12,16,28,18,14,19,10,1,71
