Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",21:41,0,2,0%,1,1,100%,4,4,100%,0,5,5,1,2,3,1,0,7
"Rivera, Angel 'Comby'",0:45,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cordero, Esteban",0:17,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Browne, Gary",39:14,5,9,56%,1,3,33%,8,13,62%,4,3,7,5,2,2,2,0,21
"Orozco, William",20:43,0,3,0%,1,7,14%,1,2,50%,1,3,4,0,4,0,0,0,4
"López, Carlos 'Yao'",29:54,2,4,50%,2,3,67%,0,0,0%,1,1,2,0,1,0,1,0,10
"Johnson, Anthony",22:29,2,7,29%,0,0,0%,1,2,50%,1,3,4,1,3,1,1,1,5
"Maldonado, Diego",4:30,0,0,0%,0,1,0%,2,2,100%,0,0,0,0,1,0,0,0,2
"Mayo, Ovinton 'O.J'",34:18,3,6,50%,3,8,38%,1,2,50%,1,9,10,4,4,3,1,0,16
"Franklin, Alexander",26:05,4,5,80%,0,2,0%,1,2,50%,1,3,4,3,2,1,1,0,9
Totals:,,16,36,44%,8,25,32%,18,27,67%,9,27,36,14,19,10,7,1,74
