Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Buycks, Dwight",29:31,4,10,40%,0,5,0%,0,0,0%,2,4,6,11,0,1,0,0,8
"Bishop, Jermaine",10,0,0,0%,1,2,50%,1,3,33%,0,1,1,0,2,1,0,1,4
"Soto, Joseph",10:29,2,4,50%,0,4,0%,0,0,0%,0,0,0,3,2,0,0,0,4
"Pacheco, Georgie",17:18,1,1,100%,2,4,50%,0,0,0%,1,2,3,1,2,2,1,0,8
"Paige, Jaysean",28:58,4,8,50%,0,2,0%,0,0,0%,1,3,4,3,5,2,1,0,8
"Polo, Tyler",24:41,2,4,50%,2,4,50%,0,0,0%,2,4,6,2,2,1,2,1,10
"Ocasio Negron, Adrian",2:52,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,1,0,0,0
"Ramos, Enrique",3:09,1,1,100%,0,0,0%,0,0,0%,0,2,2,0,0,0,0,0,2
"Cintron, Jordan",13:19,0,2,0%,0,1,0%,0,0,0%,0,1,1,1,0,0,0,0,0
"Ruiz, Jared",23:56,1,4,25%,5,8,63%,2,3,67%,1,3,4,3,3,1,0,0,19
"Wesson, Kaleb",35:47,7,10,70%,3,5,60%,3,4,75%,2,8,10,4,3,0,0,1,26
Totals:,,22,44,50%,13,35,37%,6,10,60%,9,28,37,28,21,9,4,3,89
