Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Austin, Mario",39:08,8,15,53%,0,2,0%,10,13,77%,4,9,13,1,4,4,2,1,26
"Abraham, Ryann",37:05,3,6,50%,0,3,0%,3,4,75%,0,3,3,6,4,2,1,1,9
"Rosa, Luis",0:52,0,0,0%,0,0,0%,0,0,0%,0,1,1,1,1,0,0,0,0
"Copeland, Donald",2:08,1,1,100%,0,0,0%,0,0,0%,0,1,1,1,0,0,0,0,2
"Ruiz, Gabriel",0:52,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,1,0,0
"Dyer, Alphonse",38:52,4,12,33%,0,2,0%,2,2,100%,1,9,10,1,3,1,1,1,10
"Villegas, Johwen",30:23,4,7,57%,1,3,33%,2,4,50%,3,3,6,1,3,0,1,0,13
"Strong, Carlos",15:33,3,4,75%,1,1,100%,0,1,0%,0,3,3,1,4,1,0,0,9
"Hickerson, LeRoy",34:20,6,14,43%,0,1,0%,8,10,80%,6,4,10,2,2,2,1,1,20
"Lassiter, Bryant",0:47,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
Totals:,,29,59,49%,2,12,17%,25,34,74%,14,33,47,14,22,10,7,4,89
