Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Clemente, Ramon",22:20,2,5,40%,0,0,0%,0,0,0%,1,2,3,0,5,3,1,1,4
"Galindo, Alex",12:03,1,3,33%,1,4,25%,0,0,0%,0,4,4,0,3,2,0,0,5
"Jourdon, Keenan",25:09,4,5,80%,0,1,0%,0,0,0%,1,3,4,1,3,0,1,0,8
"Maye, James",23:07,1,5,20%,1,3,33%,4,4,100%,1,1,2,0,1,2,1,0,9
"Jimenez, Giovanni",24:49,3,6,50%,1,3,33%,2,2,100%,0,0,0,2,1,0,1,0,11
"Quiñones, Joel",12:40,3,3,100%,2,4,50%,0,0,0%,0,2,2,1,0,1,0,0,12
"Lopez, Frank",14:04,1,5,20%,0,0,0%,2,2,100%,1,2,3,2,2,1,2,0,4
"Hamilton, Kevin",22:02,0,4,0%,1,4,25%,0,0,0%,0,0,0,5,2,3,1,1,3
"Erazo, Armando",12:18,0,2,0%,0,2,0%,0,0,0%,1,1,2,2,2,1,0,0,0
"Febres, Arnaldo",7:17,1,1,100%,0,0,0%,2,2,100%,0,0,0,0,0,0,0,0,4
"Ruiz, Milcar",2:48,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Langhi, Dan",18:35,2,6,33%,0,0,0%,2,2,100%,2,3,5,1,3,1,0,0,6
"Del Valle, Williset",2:48,1,1,100%,0,0,0%,1,1,100%,0,1,1,0,0,0,0,0,3
Totals:,,19,47,40%,6,21,29%,13,13,100%,7,19,26,14,23,14,7,2,69
