Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Lebron, Jorge",2:40,0,0,0%,0,0,0%,0,0,0%,0,1,1,1,0,0,0,0,0
"Berdiel, Miguel 'Ali'",35:49,2,6,33%,3,4,75%,3,4,75%,2,3,5,2,4,6,0,1,16
"Erazo, Armando",9:36,1,1,100%,0,1,0%,0,0,0%,0,0,0,2,0,0,0,0,2
"Orozco, William",1:18,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Lopez, Jose Enrique",1:18,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Ayala, Sadell",23:04,1,1,100%,0,1,0%,0,0,0%,2,3,5,1,2,2,1,0,2
"Nieves, Joel",7:48,0,2,0%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,0
"Guitián, José",13:58,0,0,0%,0,2,0%,1,2,50%,0,1,1,0,1,1,1,0,1
"Mays, James",34:03,2,9,22%,2,6,33%,2,2,100%,2,2,4,2,1,3,2,1,12
"Life, James",27:33,2,5,40%,3,8,38%,2,2,100%,0,2,2,1,2,5,2,0,15
"Penn, Kleon",17:36,5,6,83%,0,0,0%,2,2,100%,3,5,8,0,0,1,0,0,12
"Edwards, Corsley",25:17,3,7,43%,0,2,0%,3,4,75%,0,2,2,0,3,2,0,1,9
Totals:,,18,39,46%,8,24,33%,13,16,81%,9,20,29,9,14,21,6,3,73
