Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",35:45,6,12,50%,2,3,67%,4,5,80%,1,1,2,6,1,0,0,0,22
"Rosario, Mike",26:30,5,6,83%,5,11,45%,0,0,0%,0,2,2,2,3,0,0,0,25
"Omot, Anunwa",28:10,1,7,14%,1,3,33%,3,4,75%,3,2,5,4,2,1,1,0,8
"Negron, Christian M",17:05,2,2,100%,0,0,0%,1,2,50%,2,4,6,1,0,1,1,2,5
"López, Carlos 'Yao'",14:27,3,4,75%,0,0,0%,0,0,0%,1,4,5,1,3,1,1,1,6
"Jones, Marvin",27:13,7,11,64%,1,2,50%,5,6,83%,1,8,9,4,3,1,2,4,22
"López, Luis",11:42,0,1,0%,0,2,0%,0,0,0%,0,2,2,1,3,0,1,1,0
"Rivera, Carlos Rubén",16:21,0,0,0%,0,4,0%,2,2,100%,0,4,4,4,2,0,0,0,2
"Murphy, Jordan",18:18,1,2,50%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,2
"Ocasio, Jonathan",4:29,1,1,100%,0,1,0%,1,2,50%,0,0,0,0,1,0,0,0,3
Totals:,,26,46,57%,9,27,33%,16,21,76%,8,28,36,23,18,4,6,8,95
