Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",18:26,3,4,75%,1,5,20%,2,4,50%,0,0,0,4,4,1,1,0,11
"Ogilvy, Andrew James",37:42,5,7,71%,3,5,60%,5,7,71%,1,8,9,3,4,7,1,0,24
"Alvarado, Omar J.",23:12,0,1,0%,0,1,0%,1,2,50%,1,2,3,6,2,1,0,0,1
"DeLeon, Adris",24:06,6,9,67%,1,1,100%,5,6,83%,0,2,2,1,4,5,3,0,20
"Carmona, Alejandro 'Bimbo'",30:48,5,13,38%,0,0,0%,3,4,75%,1,3,4,1,1,1,1,0,13
"Ruiz, Gabriel",0:19,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Colón, Alexis 'Bebo'",16:55,0,2,0%,0,2,0%,0,0,0%,0,2,2,1,4,1,1,0,0
"Milbourne, Landon",35:53,2,6,33%,2,4,50%,1,2,50%,2,1,3,0,3,1,0,0,11
"Meléndez, Ricardo 'Ricky'",12:34,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,1,0,0
Totals:,,21,43,49%,7,18,39%,17,25,68%,5,18,23,16,23,17,8,0,80
