Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivera, Robin",8:01,0,1,0%,0,0,0%,0,0,0%,0,2,2,0,0,0,0,0,0
"García, Jonathan",24:12,3,5,60%,0,2,0%,2,2,100%,0,1,1,2,2,0,0,1,8
"Pacheco, Georgie",33:19,4,9,44%,1,5,20%,7,9,78%,0,2,2,6,1,0,1,0,18
"Huertas, Hiram",24:58,0,0,0%,0,3,0%,0,0,0%,1,3,4,2,4,2,1,0,0
"Penn, Kleon",36:43,7,10,70%,0,0,0%,3,6,50%,5,9,14,2,2,1,0,0,17
"Benson, Anthony M.",16:25,2,4,50%,2,3,67%,0,0,0%,1,3,4,0,0,2,3,1,10
"Fillyaw, Marcus",29:34,1,4,25%,0,4,0%,1,1,100%,1,7,8,8,3,0,0,0,3
"Ortiz, Chris",26:48,6,11,55%,3,8,38%,2,3,67%,0,5,5,0,0,2,2,0,23
Totals:,,23,44,52%,6,25,24%,15,21,71%,8,32,40,20,12,7,7,2,79
