Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Galindo, Alex",19:48,0,0,0%,2,4,50%,0,0,0%,1,3,4,1,2,0,0,0,6
"Gonzalez, Javier",9:39,0,1,0%,0,0,0%,3,4,75%,0,1,1,2,1,2,1,0,3
"Dalmau, Christian",24:11,1,4,25%,1,7,14%,4,4,100%,0,0,0,6,1,0,0,0,9
"Pagan, Wilfredo",14:44,2,4,50%,0,1,0%,0,0,0%,0,2,2,1,4,1,0,0,4
"Villafane, Luis",2:45,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,2
"Polo, Tyler",3:58,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,0,0,0,0
"Ayala, Angel",0:28,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Santiago, Daniel 'Danny'",22:58,2,5,40%,0,0,0%,1,2,50%,0,4,4,1,4,1,1,4,5
"Mickeal, Pete",35:40,8,15,53%,0,2,0%,3,4,75%,2,8,10,1,3,0,4,2,19
"Mojica, Javier",31:18,4,6,67%,1,3,33%,0,0,0%,0,3,3,3,2,3,2,0,11
"Williams, Leon V.",34:26,7,13,54%,0,0,0%,4,6,67%,7,6,13,1,2,0,1,1,18
Totals:,,25,49,51%,4,17,24%,15,20,75%,10,27,37,16,22,8,9,7,77
