Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Hatton, Roberto Jose 'Bobby Joe'",31:23,4,10,40%,1,5,20%,1,2,50%,3,3,6,3,4,2,0,0,12
"Colon, Gabriel 'Pirulo'",16:50,0,1,0%,1,1,100%,0,0,0%,0,0,0,1,1,0,0,0,3
"Meléndez, Ricardo 'Ricky'",23:05,2,4,50%,1,6,17%,2,2,100%,0,3,3,1,0,1,0,0,9
"De Jesus, Manuel",13:07,0,2,0%,0,2,0%,0,2,0%,1,2,3,0,0,1,0,0,0
"Cruz, Alvin",29:23,4,8,50%,3,6,50%,2,4,50%,4,1,5,3,2,2,2,1,19
"Falcon, Alexander",21:40,2,9,22%,0,0,0%,2,4,50%,1,3,4,2,0,0,2,1,6
"Narvaez, Manuel Antonio",19:51,4,4,100%,0,0,0%,0,0,0%,4,2,6,1,2,2,1,0,8
"Johnson, DerMarr",24:05,0,5,0%,1,7,14%,0,0,0%,0,4,4,0,2,3,3,0,3
"Collins, De angelo",20:36,3,8,38%,0,2,0%,0,0,0%,6,5,11,1,2,2,0,1,6
Totals:,,19,51,37%,7,29,24%,7,14,50%,19,23,42,12,13,13,8,3,66
